set_id;ver_id;yt_id;title;performer;url;status;subset;has_feature
369;11;PrPyUsqNKgw;A Whiter Shade of Pale;Johnny Rivers;https://www.youtube.com/watch?v=PrPyUsqNKgw;True;TEST;True
369;12;HOmnz5Nqvos;A Whiter Shade of Pale;Louis Van Dyke;https://www.youtube.com/watch?v=HOmnz5Nqvos;True;TEST;True
369;13;18H29GrMCwk;A Whiter Shade of Pale;The Hesitations;https://www.youtube.com/watch?v=18H29GrMCwk;True;TEST;True
369;14;L_Q1K0PsY0I;A Whiter Shade of Pale;Shorty Long;https://www.youtube.com/watch?v=L_Q1K0PsY0I;True;TEST;True
369;16;IrZcM0z1i8g;A Whiter Shade of Pale;The Dells;https://www.youtube.com/watch?v=IrZcM0z1i8g;True;TEST;True
369;17;6U_2UAgIOsY;Whiter Shade of Pale;R.B. Greaves;https://www.youtube.com/watch?v=6U_2UAgIOsY;True;TEST;True
369;18;N9UXoap5DlE;A Whiter Shade of Pale;The Congregation;https://www.youtube.com/watch?v=N9UXoap5DlE;True;TEST;True
369;19;X4JabMqODus;A Whiter Shade of Pale;Sylvester and The Hot Band;https://www.youtube.com/watch?v=X4JabMqODus;True;TEST;True
369;20;xYVTYHuOLOU;A Whiter Shade of Pale;Zulema;https://www.youtube.com/watch?v=xYVTYHuOLOU;True;TEST;True
369;23;P6eOMp2Ezs0;A Whiter Shade of Pale;Munich Machine Introducing Chris Bennett;https://www.youtube.com/watch?v=P6eOMp2Ezs0;True;TEST;True
369;24;d-SMj2Im6c0;A Whiter Shade of Pale;Joe Cocker;https://www.youtube.com/watch?v=d-SMj2Im6c0;True;TEST;True
369;25;B2Ux8fZmUJg;A Whiter Shade of Pale;Bonnie Tyler;https://www.youtube.com/watch?v=B2Ux8fZmUJg;True;TEST;True
369;27;bYuvuQyN3-8;Whiter Shade of Pale;Gerry & The Pacemakers;https://www.youtube.com/watch?v=bYuvuQyN3-8;True;TEST;True
369;28;AiV1jrjILWQ;A Whiter Shade of Pale;Hagar Schon Aaronson Shrieve;https://www.youtube.com/watch?v=AiV1jrjILWQ;True;TEST;True
369;30;ken7r4bTJtU;A Whiter Shade of Pale;Justin Hayward;https://www.youtube.com/watch?v=ken7r4bTJtU;True;TEST;True
369;31;5Drnos6U21M;A Whiter Shade of Pale;Puhdys;https://www.youtube.com/watch?v=5Drnos6U21M;True;TEST;True
369;32;L7k_WV17hy8;A Whiter Shade of Pale;Doro;https://www.youtube.com/watch?v=L7k_WV17hy8;True;TEST;True
369;33;Rerh8IGVv1E;A Whiter Shade of a Pale;Rosa Maria;https://www.youtube.com/watch?v=Rerh8IGVv1E;True;TEST;True
369;34;FZNUVBXAj6U;A Whiter Shade of Pale;Riot;https://www.youtube.com/watch?v=FZNUVBXAj6U;True;TEST;True
369;37;4IcPbut5Wt8;A Whiter Shade of Pale;The Wailing Souls;https://www.youtube.com/watch?v=4IcPbut5Wt8;True;TEST;True
369;38;t5MeCU535aw;A Whiter Shade of Pale;John Farnham;https://www.youtube.com/watch?v=t5MeCU535aw;True;TEST;True
369;39;kiYqPSDA9BQ;A Whiter Shade of Pale;Helge & The Firefuckers;https://www.youtube.com/watch?v=kiYqPSDA9BQ;True;TEST;True
369;41;LLO2wwPSk8A;A Whiter Shade of Pale;Helmut Lotti;https://www.youtube.com/watch?v=LLO2wwPSk8A;True;TEST;True
369;42;drJdeb8c6jg;A Whiter Shade of Pale;Black Label Society;https://www.youtube.com/watch?v=drJdeb8c6jg;True;TEST;True
369;43;pmt5J7ClaWk;A Whiter Shade of Pale;Melissa Ungar;https://www.youtube.com/watch?v=pmt5J7ClaWk;True;TEST;True
369;44;SkOjrBwp3wA;Whiter Shade of Pale;Engelbert Humperdinck with Rene Froger;https://www.youtube.com/watch?v=SkOjrBwp3wA;True;TEST;True
369;46;dbuHk6sfrXY;A Whiter Shade of Pale;Halie Loren;https://www.youtube.com/watch?v=dbuHk6sfrXY;True;TEST;True
369;47;h7BzEdq7FQU;A Whiter Shade of Pale;Gregorian;https://www.youtube.com/watch?v=h7BzEdq7FQU;True;TEST;True
369;49;bt9tCN4ALkI;Whiter Shade of Pale;Vanilla Fudge;https://www.youtube.com/watch?v=bt9tCN4ALkI;True;TEST;True
369;50;yg45pDM9z70;A Whiter Shade of Pale;101 Strings;https://www.youtube.com/watch?v=yg45pDM9z70;True;TEST;True
369;52;qm6IDRZ2tUE;A Whiter Shade of Pale;Raymond Lefèvre et son grand orchestre;https://www.youtube.com/watch?v=qm6IDRZ2tUE;True;TEST;True
369;53;l7hHRH3vWI4;A Whiter Shade of Pale;Big Jim Sullivan;https://www.youtube.com/watch?v=l7hHRH3vWI4;True;TEST;True
369;54;1xnZOM726KU;A Whiter Shade of Pale;Hugh Masekela;https://www.youtube.com/watch?v=1xnZOM726KU;True;TEST;True
369;57;-00vmub20_w;A Whiter Shade of Pale;Ted Heath and His Music;https://www.youtube.com/watch?v=-00vmub20_w;True;TEST;True
369;58;7SrOpGf6tso;Whiter Shade of Pale;Pat Williams;https://www.youtube.com/watch?v=7SrOpGf6tso;True;TEST;True
369;59;_2O3zyWZVNw;A Whiter Shade of Pale;Rosinha de Valença;https://www.youtube.com/watch?v=_2O3zyWZVNw;True;TEST;True
369;61;CN44Yif2oWs;A Whiter Shade of Pale;Jimmy Castor Bunch;https://www.youtube.com/watch?v=CN44Yif2oWs;True;TEST;True
369;62;H-yTPlQJi3I;A Whiter Shade of Pale;Herbie Mann;https://www.youtube.com/watch?v=H-yTPlQJi3I;True;TEST;True
369;63;KRRZOo377Bw;A Whiter Shade of Pale;James Last;https://www.youtube.com/watch?v=KRRZOo377Bw;True;TEST;True
369;64;VTTyAoQm4lc;A Whiter Shade of Pale;The London Symphony Orchestra;https://www.youtube.com/watch?v=VTTyAoQm4lc;True;TEST;True
369;66;yxIbJv4LI74;A Whiter Shade of Pale;Anthony Ventura and His Orchestra;https://www.youtube.com/watch?v=yxIbJv4LI74;True;TEST;True
369;67;yxIbJv4LI74;A Whiter Shade of Pale;Anthony Ventura;https://www.youtube.com/watch?v=yxIbJv4LI74;True;TEST;True
369;69;VPL-SXZCpYA;Merisairaat kasvot;Tapani Kansa;https://www.youtube.com/watch?v=VPL-SXZCpYA;True;TEST;True
369;71;oDiuOxqJkqQ;Tränen im Gesicht;Buddy Caine;https://www.youtube.com/watch?v=oDiuOxqJkqQ;True;TEST;True
369;72;mKqY1xKMtX4;Senza luce;I Dik Dik;https://www.youtube.com/watch?v=mKqY1xKMtX4;True;TEST;True
369;74;E90oFwSVLwI;Senza luce;Fausto Leali;https://www.youtube.com/watch?v=E90oFwSVLwI;True;TEST;True
369;75;_05n908S1o4;Senza luce;Paul Potts;https://www.youtube.com/watch?v=_05n908S1o4;True;TEST;True
369;76;wa-xTSW_5rI;Como Um Dia a Nascer;Márcio Greyck;https://www.youtube.com/watch?v=wa-xTSW_5rI;True;TEST;True
369;77;9SfLoQKClPk;Quando o Amor Se Transforma Em Saudade;Ovelha;https://www.youtube.com/watch?v=9SfLoQKClPk;True;TEST;True
369;80;vEusDIpM6qo;Con su blanca palidez;Los Stop;https://www.youtube.com/watch?v=vEusDIpM6qo;True;TEST;True
369;81;rZ4VhTv-giI;Con su blanca palidez;Los Pop Tops;https://www.youtube.com/watch?v=rZ4VhTv-giI;True;TEST;True
484;1;6U19JFtMqrg;Day Tripper;Nancy Sinatra;https://www.youtube.com/watch?v=6U19JFtMqrg;True;TEST;True
484;2;Tcm_LxkNdOk;Day Tripper;Sergio Mendes & Brasil '66;https://www.youtube.com/watch?v=Tcm_LxkNdOk;True;TEST;True
484;3;aQS5GALkrME;Day Tripper;Otis Redding;https://www.youtube.com/watch?v=aQS5GALkrME;True;TEST;True
484;4;1yJajJ_B5R4;Day Tripper;Mae West;https://www.youtube.com/watch?v=1yJajJ_B5R4;True;TEST;True
484;5;ouc-fvlIsVY;Day Tripper;The Vontastics;https://www.youtube.com/watch?v=ouc-fvlIsVY;True;TEST;True
484;7;gVso6VAG0do;Day Tripper;Lulu;https://www.youtube.com/watch?v=gVso6VAG0do;True;TEST;True
484;8;AVU1uBMqmvY;Day Tripper;Lee Kings;https://www.youtube.com/watch?v=AVU1uBMqmvY;True;TEST;True
484;9;ZKFaeEwRjP0;Day Tripper;Fever Tree;https://www.youtube.com/watch?v=ZKFaeEwRjP0;True;TEST;True
484;10;fp86a2Qvpdw;Day Tripper;Rene and Rene;https://www.youtube.com/watch?v=fp86a2Qvpdw;True;TEST;True
484;11;FCY9AWkufHk;Day Tripper;José Feliciano;https://www.youtube.com/watch?v=FCY9AWkufHk;True;TEST;True
484;12;De_rq3FvjdM;Day Tripper;Randy California;https://www.youtube.com/watch?v=De_rq3FvjdM;True;TEST;True
484;13;Wlwn9yy-Op8;Day Tripper;Billy Preston;https://www.youtube.com/watch?v=Wlwn9yy-Op8;True;TEST;True
484;14;1m7d4Lb0S3Y;Day Tripper;Anne Murray;https://www.youtube.com/watch?v=1m7d4Lb0S3Y;True;TEST;True
484;15;dDEvWs_NMTk;Day Tripper;The Steve Gibbons Band;https://www.youtube.com/watch?v=dDEvWs_NMTk;True;TEST;True
484;16;ub8rPHBXd20;Day Tripper;Whitesnake;https://www.youtube.com/watch?v=ub8rPHBXd20;True;TEST;True
484;18;REoCtGPIOjs;Day Tripper;James Taylor;https://www.youtube.com/watch?v=REoCtGPIOjs;True;TEST;True
484;19;991h5po6C1E;Day Tripper;Yellow Magic Orchestra;https://www.youtube.com/watch?v=991h5po6C1E;True;TEST;True
484;20;zNScY5-C_1g;Day Tripper;Cheap Trick;https://www.youtube.com/watch?v=zNScY5-C_1g;True;TEST;True
484;22;AdBzRgi0HwY;Day Tripper;Shockabilly;https://www.youtube.com/watch?v=AdBzRgi0HwY;True;TEST;True
484;23;hX36V01A-FY;Day Tripper;The Slackers [1];https://www.youtube.com/watch?v=hX36V01A-FY;True;TEST;True
484;24;ZwBF3LgomsE;Day Tripper;Glass Museum;https://www.youtube.com/watch?v=ZwBF3LgomsE;True;TEST;True
484;25;GpI4czGRAf8;Day Tripper;The Inmates;https://www.youtube.com/watch?v=GpI4czGRAf8;True;TEST;True
484;28;lR1t96eiWW4;Day Tripper;Capitol Gain;https://www.youtube.com/watch?v=lR1t96eiWW4;True;TEST;True
484;29;sBZ7_3Hr86I;Day Tripper;Sham 69;https://www.youtube.com/watch?v=sBZ7_3Hr86I;True;TEST;True
484;30;OsY-GQfH0mA;Day Tripper;Daniel Ash;https://www.youtube.com/watch?v=OsY-GQfH0mA;True;TEST;True
484;32;MODjzr1jG2U;Day Tripper;Trio Rococo;https://www.youtube.com/watch?v=MODjzr1jG2U;True;TEST;True
484;33;6h4WGETp7pk;Day Tripper;The Swingle Singers;https://www.youtube.com/watch?v=6h4WGETp7pk;True;TEST;True
484;34;AeidC29yCPs;Day Tripper;Domingo Quiñones;https://www.youtube.com/watch?v=AeidC29yCPs;True;TEST;True
484;35;l1pcjpJROkA;Medley A) Day Tripper B) If I Needed Someone C) I Want You;Type O Negative;https://www.youtube.com/watch?v=l1pcjpJROkA;True;TEST;True
484;36;y2ZY-JXOIp8;Day Tripper;Tok Tok Tok;https://www.youtube.com/watch?v=y2ZY-JXOIp8;True;TEST;True
484;37;LfnXueMsrSQ;Day Tripper;Domain;https://www.youtube.com/watch?v=LfnXueMsrSQ;True;TEST;True
484;38;-S6n9JeoWdI;Day Tripper;Ice;https://www.youtube.com/watch?v=-S6n9JeoWdI;True;TEST;True
484;39;K05lkpoj1FE;Day Tripper;1964 The Tribute;https://www.youtube.com/watch?v=K05lkpoj1FE;True;TEST;True
484;40;mS3u59-eyYc;Day Tripper;Shack;https://www.youtube.com/watch?v=mS3u59-eyYc;True;TEST;True
484;41;tKbWRymjqC0;Day Tripper;David Pack;https://www.youtube.com/watch?v=tKbWRymjqC0;True;TEST;True
484;42;NZacSRcdN88;Day Tripper;Paul McCartney;https://www.youtube.com/watch?v=NZacSRcdN88;True;TEST;True
484;43;iERF0AP6mws;Hero of the Day Tripper;Beatallica;https://www.youtube.com/watch?v=iERF0AP6mws;True;TEST;True
484;46;lY58VpWZe8I;Day Tripper;The Fleshtones;https://www.youtube.com/watch?v=lY58VpWZe8I;True;TEST;True
484;47;OdM1uObZDBY;Day Tripper;The Hollyridge Strings;https://www.youtube.com/watch?v=OdM1uObZDBY;True;TEST;True
484;48;h8CnhXbAZY8;Day Tripper;Odell Brown & The Organ-izers;https://www.youtube.com/watch?v=h8CnhXbAZY8;True;TEST;True
484;49;CgOgJJ1PBro;Day Tripper;Lee Moses;https://www.youtube.com/watch?v=CgOgJJ1PBro;True;TEST;True
484;50;DMStNss-hO4;Day Tripper;Kazuo Yashiro Trio;https://www.youtube.com/watch?v=DMStNss-hO4;True;TEST;True
484;51;DDGR357qQzI;Day Tripper;The Baroque Brass;https://www.youtube.com/watch?v=DDGR357qQzI;True;TEST;True
484;52;LaPJ0_ztnV8;Day Tripper;Marty Gold;https://www.youtube.com/watch?v=LaPJ0_ztnV8;True;TEST;True
484;55;T9qLj7eDB9g;'E zizze;Shampoo [1];https://www.youtube.com/watch?v=T9qLj7eDB9g;True;TEST;True
667;0;TLV4_xaYynY;All Along the Watchtower;The Jimi Hendrix Experience;https://www.youtube.com/watch?v=TLV4_xaYynY;True;TEST;True
667;1;aMSgtlUA2Zs;All Along the Watchtower;The Alan Bown;https://www.youtube.com/watch?v=aMSgtlUA2Zs;True;TEST;True
667;2;gBI6uM_rj_8;All Along the Watchtower;The Nashville Teens;https://www.youtube.com/watch?v=gBI6uM_rj_8;True;TEST;True
667;3;KajCpahZdHg;All Along the Watchtower;Brewer & Shipley;https://www.youtube.com/watch?v=KajCpahZdHg;True;TEST;True
667;4;TfK6UIvrbuo;All Along the Watchtower;The Brothers and Sisters of Los Angeles;https://www.youtube.com/watch?v=TfK6UIvrbuo;True;TEST;True
667;5;gt0Ep-dcqG8;All Along the Watchtower;Affinity;https://www.youtube.com/watch?v=gt0Ep-dcqG8;True;TEST;True
667;6;hYL9DOifo04;All Along the Watchtower;Barbara Keith;https://www.youtube.com/watch?v=hYL9DOifo04;True;TEST;True
667;7;YkhrEAXlq2A;All Along the Watchtower;Bobby Womack;https://www.youtube.com/watch?v=YkhrEAXlq2A;True;TEST;True
667;9;Ik15rdih79o;All Along the Watchtower;Werner Lämmerhirt Session;https://www.youtube.com/watch?v=Ik15rdih79o;True;TEST;True
667;10;iqadp948R7c;All Along the Watchtower;Spirit;https://www.youtube.com/watch?v=iqadp948R7c;True;TEST;True
667;11;6qXxOSYZi7U;All Along the Watchtower;XTC;https://www.youtube.com/watch?v=6qXxOSYZi7U;True;TEST;True
667;12;BJgrZR7_Zks;All Along the Watchtower;Buffalo;https://www.youtube.com/watch?v=BJgrZR7_Zks;True;TEST;True
667;13;lJX-xDdOA_8;All Along the Watchtower;Michael Hedges;https://www.youtube.com/watch?v=lJX-xDdOA_8;True;TEST;True
667;14;HWRB_Rr7DgQ;All Along the Watchtower;Giant Sand;https://www.youtube.com/watch?v=HWRB_Rr7DgQ;True;TEST;True
667;15;O2Fu8kSlmTw;All Along the Watchtower;U2;https://www.youtube.com/watch?v=O2Fu8kSlmTw;True;TEST;True
667;16;2LXeH0xWBLY;All Along the Watchtower;Indigo Girls;https://www.youtube.com/watch?v=2LXeH0xWBLY;True;TEST;True
667;17;1DBewzgXgYk;All Along the Watchtower;Neil Young;https://www.youtube.com/watch?v=1DBewzgXgYk;True;TEST;True
667;18;5Q3rcO2T5HU;All Along the Watchtower;Marius Müller's Funhouse;https://www.youtube.com/watch?v=5Q3rcO2T5HU;True;TEST;True
667;19;jPiW5FQxMHM;All Along the Watchtower;Big Fat Snake;https://www.youtube.com/watch?v=jPiW5FQxMHM;True;TEST;True
667;20;mCW0QmIodvU;All Along the Watchtower;The Hamsters;https://www.youtube.com/watch?v=mCW0QmIodvU;True;TEST;True
667;21;4u6yc52EO-U;All Along the Watchtower;Dave Matthews Band;https://www.youtube.com/watch?v=4u6yc52EO-U;True;TEST;True
667;22;mgPWZ-0bQds;All Along the Watchtower;June Tabor;https://www.youtube.com/watch?v=mgPWZ-0bQds;True;TEST;True
667;23;KAWFeCh3vy8;All Along the Watchtower;Dave Mason and Jim Capaldi;https://www.youtube.com/watch?v=KAWFeCh3vy8;True;TEST;True
667;24;fd_gmHBz7d8;All Along the Watchtower;Aynsley Lister;https://www.youtube.com/watch?v=fd_gmHBz7d8;True;TEST;True
667;25;lAPhD2u1RWA;All Along the Watchtower;Larry McCray;https://www.youtube.com/watch?v=lAPhD2u1RWA;True;TEST;True
667;26;yZoz27renAc;All Along the Watchtower;Tolo Marton;https://www.youtube.com/watch?v=yZoz27renAc;True;TEST;True
667;28;OzNdg8YMlE0;All Along the Watchtower;Taj Mahal & The Hula Blues;https://www.youtube.com/watch?v=OzNdg8YMlE0;True;TEST;True
667;29;Roo3ZrpRJLM;All Along the Watchtower;Paul Weller;https://www.youtube.com/watch?v=Roo3ZrpRJLM;True;TEST;True
667;30;vpO9tIMo4dE;All Along the Watchtower;Cary August;https://www.youtube.com/watch?v=vpO9tIMo4dE;True;TEST;True
667;31;Qe_6U3ngPyM;All Along the Watchtower;Bryan Ferry;https://www.youtube.com/watch?v=Qe_6U3ngPyM;True;TEST;True
667;32;HXkgY9vAa3Y;All Along the Watchtower;The Fratellis;https://www.youtube.com/watch?v=HXkgY9vAa3Y;True;TEST;True
667;33;OqutXNkBD3o;All Along the Watchtower;Eddie Vedder and The Million Dollar Bashers;https://www.youtube.com/watch?v=OqutXNkBD3o;True;TEST;True
667;34;eXhulqb9prU;All Along the Watchtower;Bear McCreary featuring BT4;https://www.youtube.com/watch?v=eXhulqb9prU;True;TEST;True
667;35;J6k8ic49vpI;All Along the Watchtower;Chris de Burgh;https://www.youtube.com/watch?v=J6k8ic49vpI;True;TEST;True
667;36;X4jGLwcVL90;All Along the Watchtower;Pat Guadagno & Tired Horses;https://www.youtube.com/watch?v=X4jGLwcVL90;True;TEST;True
667;37;PcLpJdSwe20;All Along the Watchtower;The Persuasions;https://www.youtube.com/watch?v=PcLpJdSwe20;True;TEST;True
667;38;nGal5a1slHw;All Along the Watchtower;Candlemass;https://www.youtube.com/watch?v=nGal5a1slHw;True;TEST;True
667;39;YUhgYmF4mWo;All Along the Watchtower (Sad Eyed Lady of the Lowlands);Winston Apple;https://www.youtube.com/watch?v=YUhgYmF4mWo;True;TEST;True
667;40;FvfBlCUyDx8;All Along the Watchtower;Blug;https://www.youtube.com/watch?v=FvfBlCUyDx8;True;TEST;True
667;42;4now7JcPz0Q;All Along the Watchtower;The Jeff Healey Band;https://www.youtube.com/watch?v=4now7JcPz0Q;True;TEST;True
667;44;RIBYrVxHikg;All Along the Watchtower;Wilton Felder;https://www.youtube.com/watch?v=RIBYrVxHikg;True;TEST;True
667;45;qUTSs6Ai4E4;All Along the Watchtower;Brian Bromberg;https://www.youtube.com/watch?v=qUTSs6Ai4E4;True;TEST;True
667;46;bely7vp01p0;D'en haut de la tour de guet;Francis Cabrel;https://www.youtube.com/watch?v=bely7vp01p0;True;TEST;True
694;0;Fr4DkeOLIbY;"Route ""90""";"Clarence ""Bonton"" Garlow and His Orchestra";https://www.youtube.com/watch?v=Fr4DkeOLIbY;True;TEST;True
694;1;UX25exUP5gA;Route 90;Johnny Winter;https://www.youtube.com/watch?v=UX25exUP5gA;True;TEST;True
694;2;xJQ1-7FBTkg;Route 90;Los Lobos & Lalo Guerrero;https://www.youtube.com/watch?v=xJQ1-7FBTkg;True;TEST;True
694;3;OhcDCZv1mwY;Sweet Little Sixteen;Chuck Berry;https://www.youtube.com/watch?v=OhcDCZv1mwY;True;TEST;True
694;6;qKkeV9sEg0I;Sweet Little Sixteen;Ted Daigle;https://www.youtube.com/watch?v=qKkeV9sEg0I;True;TEST;True
694;9;e0mOBJWMpto;Sweet Little Sixteen;Bobby Vee and The Crickets;https://www.youtube.com/watch?v=e0mOBJWMpto;True;TEST;True
694;10;fRTpsS5eVPs;Sweet Little Sixteen;Billy Fury and The Tornados;https://www.youtube.com/watch?v=fRTpsS5eVPs;True;TEST;True
694;11;UGOJtWkb7Ak;Sweet Little Sixteen;Jerry Williams & The Violents;https://www.youtube.com/watch?v=UGOJtWkb7Ak;True;TEST;True
694;13;Fd1-gCly5mM;Sweet Little Sixteen;The Searchers;https://www.youtube.com/watch?v=Fd1-gCly5mM;True;TEST;True
694;14;SzeLvc3LZGY;Sweet Little Sixteen;Pat Boone;https://www.youtube.com/watch?v=SzeLvc3LZGY;True;TEST;True
694;19;RJvnKQ11tvw;Sweet Little Sixteen;Ten Years After;https://www.youtube.com/watch?v=RJvnKQ11tvw;True;TEST;True
694;21;6d553WzpA6s;Sweet Little Sixteen;Roy Black - Orchester Hans Bertram;https://www.youtube.com/watch?v=6d553WzpA6s;True;TEST;True
694;22;eIVQNDcfDWA;Sweet Little Sixteen;Bob Mitchell Orchestra;https://www.youtube.com/watch?v=eIVQNDcfDWA;True;TEST;True
694;25;fTomm9sHUPA;Sweet Little Sixteen;The Beatles;https://www.youtube.com/watch?v=fTomm9sHUPA;True;TEST;True
694;27;QUtLjZgZPJc;Sweet Little Sixteen;Shakin' Stevens and The Sunsets;https://www.youtube.com/watch?v=QUtLjZgZPJc;True;TEST;True
694;31;-LgrPNGEQpc;Sweet Little Sixteen;Jerry Lee Lewis with Ringo Starr;https://www.youtube.com/watch?v=-LgrPNGEQpc;True;TEST;True
694;32;ZKR2wTJh03s;Sweet Little Sixteen;Arlen Roth;https://www.youtube.com/watch?v=ZKR2wTJh03s;True;TEST;True
694;33;x_QkY8g_fHU;Sweet Little Sixteen;Cliff Richard;https://www.youtube.com/watch?v=x_QkY8g_fHU;True;TEST;True
694;34;CwP5yF7N1IQ;Surfin' U.S.A.;The Hollyridge Strings;https://www.youtube.com/watch?v=CwP5yF7N1IQ;True;TEST;True
694;36;EDb303T-B1w;Surfin' U.S.A.;Beach Boys;https://www.youtube.com/watch?v=EDb303T-B1w;True;TEST;True
694;37;qe1CzZte7s8;Surfin' U.S.A.;The Astronauts;https://www.youtube.com/watch?v=qe1CzZte7s8;True;TEST;True
694;39;W9V9mTIOv_4;Surfin' USA;Leif Garrett;https://www.youtube.com/watch?v=W9V9mTIOv_4;True;TEST;True
694;42;awkSF3wAdts;Surfin' USA;French Frith Kaiser Thompson;https://www.youtube.com/watch?v=awkSF3wAdts;True;TEST;True
694;43;6hGQUOsntKo;Surfin' USA;Muppets;https://www.youtube.com/watch?v=6hGQUOsntKo;True;TEST;True
694;44;rvs2J1-Hn8g;Surfin' USA;Pennywise;https://www.youtube.com/watch?v=rvs2J1-Hn8g;True;TEST;True
694;46;eClos2a-Lm4;Surfin' USA - You're Welcome;Melt-Banana;https://www.youtube.com/watch?v=eClos2a-Lm4;True;TEST;True
694;48;o00hLBXiP_c;Surfin' USA;William Hung;https://www.youtube.com/watch?v=o00hLBXiP_c;True;TEST;True
694;49;rqxPgxYgA8I;Surfin' USA;Four Vegas;https://www.youtube.com/watch?v=rqxPgxYgA8I;True;TEST;True
694;50;mE0AO7koUmA;Surfin' USA;Chris Farmer;https://www.youtube.com/watch?v=mE0AO7koUmA;True;TEST;True
694;52;zZeNeTyv1NU;Search and You'll Get Saved;ApologetiX;https://www.youtube.com/watch?v=zZeNeTyv1NU;True;TEST;True
694;53;tsTtHlISft4;T'as seize ans demain;Dick Rivers;https://www.youtube.com/watch?v=tsTtHlISft4;True;TEST;True
794;0;DIevcLfERW4;Like - a - Rolling Stone;The Soup Greens;https://www.youtube.com/watch?v=DIevcLfERW4;True;TEST;True
794;1;Zcxb0oAwLgI;Like a Rolling Stone;Dino, Desi and Billy;https://www.youtube.com/watch?v=Zcxb0oAwLgI;True;TEST;True
794;2;-osCIWKV1HI;Like a Rolling Stone;The 4 Seasons;https://www.youtube.com/watch?v=-osCIWKV1HI;True;TEST;True
794;3;A8PcmOC07nw;Like a Rolling Stone;The Young Rascals;https://www.youtube.com/watch?v=A8PcmOC07nw;True;TEST;True
794;4;6IKC8gEO0mw;Like a Rolling Stone;Cher;https://www.youtube.com/watch?v=6IKC8gEO0mw;True;TEST;True
794;5;x_znM908eA8;Like a Rolling Stone;The Lee Kings;https://www.youtube.com/watch?v=x_znM908eA8;True;TEST;True
794;6;WL6LEnbK6Fs;Like a Rolling Stone;The Creation;https://www.youtube.com/watch?v=WL6LEnbK6Fs;True;TEST;True
794;7;5QBqx-oM11o;Like a Rolling Stone;Lester Flatt & Earl Scruggs;https://www.youtube.com/watch?v=5QBqx-oM11o;True;TEST;True
794;8;MDcrYC_M9Go;Like a Rolling Stone;Major Harris;https://www.youtube.com/watch?v=MDcrYC_M9Go;True;TEST;True
794;10;IB7bdq6WSLI;Like a Rolling Stone;Buddy Greco;https://www.youtube.com/watch?v=IB7bdq6WSLI;True;TEST;True
794;12;nmCUzxUwLcQ;Like a Rolling Stone;Hugo Montenegro;https://www.youtube.com/watch?v=nmCUzxUwLcQ;True;TEST;True
794;13;mu_Iky9n_TE;Like a Rolling Stone;The Undisputed Truth;https://www.youtube.com/watch?v=mu_Iky9n_TE;True;TEST;True
794;14;nmQVRr058G4;Like a Rolling Stone;Maxine Weldon;https://www.youtube.com/watch?v=nmQVRr058G4;True;TEST;True
794;16;FWCxAElOSxM;Like a Rolling Stone;Spirit;https://www.youtube.com/watch?v=FWCxAElOSxM;True;TEST;True
794;17;V-gGOgEGuHs;Like a Rolling Stone;The Remains;https://www.youtube.com/watch?v=V-gGOgEGuHs;True;TEST;True
794;18;MtkRn83bjhs;Like a Rolling Stone;Johnny Thunders;https://www.youtube.com/watch?v=MtkRn83bjhs;True;TEST;True
794;19;gPkyf2vBgkI;Like a Rolling Stone;Taxi Girl;https://www.youtube.com/watch?v=gPkyf2vBgkI;True;TEST;True
794;20;T3_cgE8HzKo;Like a Rolling Stone;Judy Collins;https://www.youtube.com/watch?v=T3_cgE8HzKo;True;TEST;True
794;21;aRYokc3VBC4;Like a Rolling Stone;The Rolling Stones;https://www.youtube.com/watch?v=aRYokc3VBC4;True;TEST;True
794;22;za1fV9PuKuY;Like a Rolling Stone;John Mellencamp;https://www.youtube.com/watch?v=za1fV9PuKuY;True;TEST;True
794;23;-FjofYzWEiA;Like a Rolling Stone;The Wailing Souls;https://www.youtube.com/watch?v=-FjofYzWEiA;True;TEST;True
794;34;sjNjv15pweQ;Like a Rolling Stone;Green Day;https://www.youtube.com/watch?v=sjNjv15pweQ;True;TEST;True
794;35;1vBSNzZznHA;Like a Rolling Stone;Janet Planet;https://www.youtube.com/watch?v=1vBSNzZznHA;True;TEST;True
794;36;rGTtqw8r_vQ;Like a Rolling Stone;Engerling;https://www.youtube.com/watch?v=rGTtqw8r_vQ;True;TEST;True
794;37;CvxCbCvotpc;Like a Rolling Stone;Seal and Jeff Beck;https://www.youtube.com/watch?v=CvxCbCvotpc;True;TEST;True
794;39;zJGoGrG0h5g;Like a Rolling Stone;Paula West, The George Mesterhazy Quartet;https://www.youtube.com/watch?v=zJGoGrG0h5g;True;TEST;True
794;40;ufM_zhM566U;Like a Rolling Stone;Sleepers' Reign;https://www.youtube.com/watch?v=ufM_zhM566U;True;TEST;True
794;41;o_03pKGhYeE;Like a Rolling Stone;Jerry Murad's Harmonicats;https://www.youtube.com/watch?v=o_03pKGhYeE;True;TEST;True
838;0;YUsoAPc-XI8;Dancing in the Dark;Jack Barker;https://www.youtube.com/watch?v=YUsoAPc-XI8;True;TEST;True
838;2;WTHbUD84IUg;Dancing in the Dark;Bea Wain with Orchestra Under the Direction of Walter Gross;https://www.youtube.com/watch?v=WTHbUD84IUg;True;TEST;True
